pashto,english,semantic_similarity
2 ګام د شتون له لست څخه چې تاسو غواړئ چې د معلوماتو بیرته له ټيکلی ډرایو نوم غوره کول.,"If you can't find your partition go to select the option ""I can't find my partition"" and start. Step 3 There are four paritions on the list, chooes one partition to scan files.",0.1563999
په هغه صورت کې چې تاسو د لمر لیوالتیا یاست (څوک نه ؟!) غوره لمرونه عموما په لویدیز او شمالي برخو کې موندل کیږي کوه رونګ او کوه رونګ سیمومیم.,"In case you’re a sunset enthusiast (who isn’t!?), the best sunsets are generally to be found on the western and northern sides of Koh Rong and Koh Rong Samloem.",0.1555355
تحت 158 ر.س (13) 158 ر.س - 236 ر.س (26) 236 ر.س - 276 ر.س (1) 276 ر.س - 315 ر.س (1) 315 ر.س - 394 ر.س (8) 394 ر.س - 591 ر.س (6),Polyester (21) Cotton (11) Lace (6) Satin (5) Spandex (2) Ponte-de-roma (1) Silk Blend (1) Chiffon (1) Rayon (1) Chinlon (1) Crepe (1) More,0.15485898
هیڅ شی نشی کولی چې څوک د Sitejet په اړه ووایی، یو شی روښانه دی او دا حقیقت دی چې دا شرکت بې حده انګیزه لري.,"Targeting itself against CMS behemoth WordPress, Sitejet nevertheless has its unique skew – web designers, freelancers and service providers.",0.15411055
د ښځو او ماشومانو د ځورونې مخنیوي عالي کمیسیون دوهمه ناسته د کار، ټولنیزو چارو، شهیدانو او معلولینو وزیر فیض الله ذکي په مشرۍ او د یوشمیر نورو دولتي او خپلواکو ادارو په ګډون...,Reinforcement of the private sector and small businesses enterprises will reduce unemployment rates in the country said His Excellency Faizullah Zaki minister of Labour and Social Affairs in the...,0.15363596
په کابل کې اوبه او پایداراه پرمختګ تر سرلیک لاندې څلورمه ملي غونډه جوړه شوه. افغان ولسمشر وايي، چې اوبه د افغانستان له مهمو سرچینو شمېرل کیږي؛ نو، ځکه یې باید د مدیریت لپاره جدي هڅې وشي. ...نور,AAN researcher Said Reza Kazemi presents his observations and conversations with households and water stakeholders.,0.15330642
په تیرو کال کې یا هم په دې کې ځینې مهم بدلونونه رامینځ ته شوي چې څنګه د نع قلم څخه سیم سیم ته راشي (او د سییم ریپ څخه د نوم قلم څخه). د نویو بسیا شرکتونو څخه، د ټیکسي ترټولو غوره خدمات ته، ډیر آسانه الوتنې ته، دا هیڅ کله هم د ښار څخه تر لاسه کولو آسانه نه و [...],"Over the past year or so there have been some major changes in how to get from Sihanoukville to Siem Reap (and from Siem Reap to Sihanoukville). From fantastic new bus companies, to the very best taxi services, to more convenient flights, it has never been easier to get from one city to the other. […]",0.15329194
فایل '' Word د ترميم او ښه لاره ده MS Word تېروتنه د ترميم,"If there are a lot of files to choose from, you can simply select the files, and hit the ""Recover"" button to have them back on your system.",0.15286484
مخکې په یوه شتمني پانګونه، سوداګرو غواړي چې د ټولو په اړه پوه شي. خبرونه-خواړه، د شتمنیو پېژنڅېر، شاخصونه، يو څو نوم: او iqoption پلاتفورم يوازې د دندې لپاره د وسیلې برابروي. خو هغه څه چې که د معلوماتو اندازه زيات شي او د مغشوشتيا لامل کېږي؟,"Before investing in an asset, traders want to know all about it. And iqoption platform provides just the tools for the job: news-feed, asset profile, indicators, to name a few. But what if the amount of data becomes excessive and causes confusion?",0.15263192
د بن په دوهم کنفرانس کې چې د ډسمبر په پنځمه جوړیږي، د افغانستان د ګاونډیانو په شمول د نړۍ د شاوخوانوي هیوادونو او نړیوالو سازمانونو استازي برخه اخلي.,Taliban violence threatens Afghan elections: HRW Gen. Abdul Rahim Wardak Withdraws From Election Race,0.15168357
د جمهوري ریاست لومړي مرستیال سترجنرال عبدالرشید دوستم پرون د هېواد د بېلابېلو مسایلو په اړه څرګندونې وکړې.,"That translates into 5300 to 8000 U.S. troops, considerably below the 13600 that Gen. Jim Mattis, former commander of Central Command, estimated to be necessary–and that itself was a low-ball estimate in the judgment of many military experts.",0.15147364
اوټاوا، ON - FileCatalyst، د امیسي® ګټونکي پاینډر د مدیریت په فایبر لیږد کې او د نړۍ د چټک فایل شوي لیږد لیږد حل، [...],"Ottawa, ON – FileCatalyst, an Emmy® award-winning pioneer in managed file transfers and a world leading accelerated file transfer solution, [...]",0.15123823
آئين نامه اجرايي بند الف ماده 26 قانون برگزاري مناقصات ... ادامه مطلب تاریخ : 1394-04-13 آئين نامه اجرايي بند ج ماده 12 قانون برگزاري مناقصات,Fatal error: Allowed memory size of 134217728 bytes exhausted (tried to allocate 101 bytes) in C:\Inetpub\vhosts\abfagolestan.ir\ on line 38,0.15101448
لږ تر لږه د پينځو کالو لپاره د استوګنې اجازه (د پناغوښتنې د پروسيجر د مودې په ګډون) بل لازمي شرط دی.,Your permanent EC residence permit may be revoked if you have obtained it as a result of providing false information to the authorities.,0.1504353
اوس چې تاسو بریالي شئ، یو بل مهم ټکي شتون لري: ستاسو د پروسې چټک کول.,The contents in video format on the site are numerous (around 3714) and will suit all those who would like to acquire more knowledge. What Smartnskilled offers,0.14991546
امریکائي كانګرېس د اسياء او بحر الكاهل د 12 هېوادونو ترمېنځه د سرمايه كارۍ لوظنامې په اړه د قانون جوړولو منطوري وركړه,"ISLAMABAD, Jun 25 (APP): Pakistan Cricket Board (PCB) Chairman Shaharyar Khan on Thursday termed ace batsman Younis Khan as one of the best produced by the country saying his performance is a source of pride for every Pakistani.",0.14777935
""" دا لومړی ځل دی چې زموږ په ټولنه کې یوه ښځه د نوبل جایزه تر لاسه کوي. هغه ښځه چې بدبختانه زموږ په ټولنه کې ورته د تعلیم او کار حق نه دی ورکړ شوی او دوی د کور څخه هم بیرون نه پریښودل کیږي .",Prof Dr Rajwali Shah Khattak director Centre of Pashto Language and Literature assured the participants of the conference that their genuine problems would be addressed and they would utilize their expertise and capabilities for Pashto.,0.1476929
سيستم دفع ادرار فم-پي براي سه حالت نشسته، ايستاده و در حركت بكار مي رود. بدينوسيله بيمار مي تواند با خيال راحت كارهاي روزمره خود را انجام دهد.,Perfectly hygienic: The FEMPEE™ is manufactured with Medical Grade Silicone under strict bacteriological control and it has been sterilized by Gamma Irradiation.,0.14721504
د خپلو توليداتو يا pricelist په اړه د پوښتنو، لطفا موږ ته خپل ایمیل ووځي او موږ به د 24 ساعتونو په تماس کې وي.,"Jinjia Green Decoration Co.,Ltd - XPS Foam Board, XPS Board, PVC Tile, Marble Tile, Tile Floor",0.14619729
> حكومت د ستراتېجك ډائيلاګ سره د دوه اړخيزه سياسي عمل په بابله امريكا سره د نزدې اړيكو زياتول غواړي۔۔۔ اولس مشر آصف علي زرداري,"LAHORE, June 29 (APP): Pakistan Cricket Board is all set to appoint a former interim chairman of Lahore city cricket association, Aizad Hussain Syed, as the director game development, national cricket academy, ignoring the set criteria and merit.",0.14606822
